Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,87,85,86,10,Elite
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,83,82,83,10,Elite
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,83,82,83,10,Elite
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,83,82,83,10,Elite
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,83,82,83,10,Elite
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,83,82,83,10,Elite
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,83,82,83,10,Elite
CADILLAC Lyriq,,,Auto-1,2WD,Electricity,FA,small SUV,10,95,82,88,10,Elite
CADILLAC Lyriq,,,Auto-1,2WD,Electricity,CA,small SUV,10,95,82,88,10,Elite
CHEVROLET Blazer EV,,,Auto-1,2WD,Electricity,FA,small SUV,10,99,84,92,10,Elite
CHEVROLET Blazer EV,,,Auto-1,2WD,Electricity,CA,small SUV,10,99,84,92,10,Elite
CHEVROLET Blazer EV,,,Auto-1,4WD,Electricity,FA,small SUV,10,103,88,96,10,Elite
CHEVROLET Blazer EV,,,Auto-1,4WD,Electricity,CA,small SUV,10,103,88,96,10,Elite
CHEVROLET Equinox EV,,,Auto-1,2WD,Electricity,FA,small SUV,10,117,99,108,10,Elite
CHEVROLET Equinox EV,,,Auto-1,2WD,Electricity,CA,small SUV,10,117,99,108,10,Elite
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,FA,pickup,10,67,59,63,10,Elite
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,FA,pickup,10,72,62,67,10,Elite
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,CA,pickup,10,67,59,63,10,Elite
CHEVROLET Silverado EV,,,Auto-1,4WD,Electricity,CA,pickup,10,72,62,67,10,Elite
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,minivan,7,29/87,30/77,30/82,9,Yes
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,minivan,7,29/87,30/77,30/82,9,Yes
CRUISE Origin,,,Auto-1,2WD,Electricity,FA,station wagon,10,42,42,42,10,Elite
CRUISE Origin,,,Auto-1,2WD,Electricity,CA,station wagon,10,42,42,42,10,Elite
FIAT 500e,,,Auto-1,2WD,Electricity,FA,small car,10,127,104,116,10,Elite
FIAT 500e,,,Auto-1,2WD,Electricity,CA,small car,10,127,104,116,10,Elite
FIAT 500e All Season,,,Auto-1,2WD,Electricity,FA,small car,10,121,100,110,10,Elite
FIAT 500e All Season,,,Auto-1,2WD,Electricity,CA,small car,10,121,100,110,10,Elite
FISKER Ocean Extreme 20in,,,Auto-1,4WD,Electricity,FA,standard SUV,10,99,84,92,10,Elite
FISKER Ocean Extreme 20in,,,Auto-1,4WD,Electricity,CA,standard SUV,10,99,84,92,10,Elite
FISKER Ocean Extreme 22in,,,Auto-1,4WD,Electricity,FA,standard SUV,10,95,83,89,10,Elite
FISKER Ocean Extreme 22in,,,Auto-1,4WD,Electricity,CA,standard SUV,10,95,83,89,10,Elite
FISKER Ocean Sport 20in,,,Auto-1,2WD,Electricity,FA,standard SUV,10,104,81,92,10,Elite
FISKER Ocean Sport 20in,,,Auto-1,2WD,Electricity,CA,standard SUV,10,104,81,92,10,Elite
FISKER Ocean Sport 22in,,,Auto-1,2WD,Electricity,FA,standard SUV,10,82,75,79,10,Elite
FISKER Ocean Sport 22in,,,Auto-1,2WD,Electricity,CA,standard SUV,10,82,75,79,10,Elite
FISKER Ocean Ultra 20in,,,Auto-1,4WD,Electricity,FA,standard SUV,10,96,82,89,10,Elite
FISKER Ocean Ultra 20in,,,Auto-1,4WD,Electricity,CA,standard SUV,10,96,82,89,10,Elite
FISKER Ocean Ultra 22in,,,Auto-1,4WD,Electricity,FA,standard SUV,10,93,80,87,10,Elite
FISKER Ocean Ultra 22in,,,Auto-1,4WD,Electricity,CA,standard SUV,10,93,80,87,10,Elite
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,CA,small SUV,8,42/111,37/91,40/101,10,Yes
FORD Escape PHEV,2.5,4.0,CVT,2WD,Gasoline/Electricity,FA,small SUV,8,42/111,37/91,40/101,10,Yes
FORD F150 Lightning,,,Auto-1,4WD,Electricity,FA,pickup,10,76,61,68,10,Elite
FORD F150 Lightning,,,Auto-1,4WD,Electricity,CA,pickup,10,76,61,68,10,Elite
FORD F150 Lightning Extended Range,,,Auto-1,4WD,Electricity,FA,pickup,10,78,63,70,10,Elite
FORD F150 Lightning Extended Range,,,Auto-1,4WD,Electricity,CA,pickup,10,78,63,70,10,Elite
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,FA,pickup,10,73,60,66,10,Elite
FORD F150 Lightning Platinum,,,Auto-1,4WD,Electricity,CA,pickup,10,73,60,66,10,Elite
FORD F150 Lightning Pro Extended Range,,,Auto-1,4WD,Electricity,FA,pickup,10,78,63,70,10,Elite
FORD F150 Lightning Pro Extended Range,,,Auto-1,4WD,Electricity,CA,pickup,10,78,63,70,10,Elite
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,FA,midsize car,10,105,89,97,10,Elite
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,CA,midsize car,10,105,89,97,10,Elite
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,FA,small SUV,10,98,83,91,10,Elite
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,CA,small SUV,10,98,83,91,10,Elite
GENESIS GV60 Advanced (19'' Wheels),,,Auto-1,4WD,Electricity,FA,small SUV,10,110,90,100,10,Elite
GENESIS GV60 Advanced (19'' Wheels),,,Auto-1,4WD,Electricity,CA,small SUV,10,110,90,100,10,Elite
GENESIS GV60 Advanced (20'' Wheels),,,Auto-1,4WD,Electricity,FA,small SUV,10,103,86,95,10,Elite
GENESIS GV60 Advanced (20'' Wheels),,,Auto-1,4WD,Electricity,CA,small SUV,10,103,86,95,10,Elite
GENESIS GV60 Performance,,,Auto-1,4WD,Electricity,FA,small SUV,10,97,82,90,10,Elite
GENESIS GV60 Performance,,,Auto-1,4WD,Electricity,CA,small SUV,10,97,82,90,10,Elite
GENESIS GV60 Standard,,,Auto-1,2WD,Electricity,FA,small SUV,10,125,99,112,10,Elite
GENESIS GV60 Standard,,,Auto-1,2WD,Electricity,CA,small SUV,10,125,99,112,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,pickup,10,59,48,53,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,pickup,10,59,48,53,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,pickup,10,58,46,52,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,pickup,10,58,46,52,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,pickup,10,55,45,50,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,pickup,10,55,45,50,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,pickup,10,51,43,47,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,pickup,10,51,43,47,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,standard SUV,10,59,48,53,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,standard SUV,10,59,48,53,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,standard SUV,10,56,46,51,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,standard SUV,10,56,46,51,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,standard SUV,10,55,45,50,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,standard SUV,10,55,45,50,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,standard SUV,10,51,43,47,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,standard SUV,10,51,43,47,10,Elite
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,CA,large car,7,51,44,48,8,Yes
HONDA Accord,2.0,4.0,CVT,2WD,Gasoline,FA,large car,7,51,44,48,8,Yes
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,46,41,44,8,Yes
HONDA Accord Sport/Touring,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,46,41,44,8,Yes
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,midsize car,7,49,52,50,8,Yes
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,midsize car,7,49,52,50,8,Yes
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,midsize car,7,51,58,54,8,Yes
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,midsize car,7,51,58,54,8,Yes
HYUNDAI Ioniq 5 Long range AWD,,,Auto-1,4WD,Electricity,FA,small SUV,10,110,88,99,10,Elite
HYUNDAI Ioniq 5 Long range AWD,,,Auto-1,4WD,Electricity,CA,small SUV,10,110,88,99,10,Elite
HYUNDAI Ioniq 5 Long range RWD,,,Auto-1,2WD,Electricity,FA,small SUV,10,132,98,114,10,Elite
HYUNDAI Ioniq 5 Long range RWD,,,Auto-1,2WD,Electricity,CA,small SUV,10,132,98,114,10,Elite
HYUNDAI Ioniq 5 Robo taxi,,,Auto-1,2WD,Electricity,FA,small SUV,10,73,69,71,10,Elite
HYUNDAI Ioniq 5 Robo taxi,,,Auto-1,2WD,Electricity,CA,small SUV,10,73,69,71,10,Elite
HYUNDAI Ioniq 5 Standard range RWD,,,Auto-1,2WD,Electricity,FA,small SUV,10,127,94,110,10,Elite
HYUNDAI Ioniq 5 Standard range RWD,,,Auto-1,2WD,Electricity,CA,small SUV,10,127,94,110,10,Elite
HYUNDAI Ioniq 6 Long range AWD (18'' Wheels),,,Auto-1,4WD,Electricity,FA,midsize car,10,130,111,121,10,Elite
HYUNDAI Ioniq 6 Long range AWD (18'' Wheels),,,Auto-1,4WD,Electricity,CA,midsize car,10,130,111,121,10,Elite
HYUNDAI Ioniq 6 Long range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,FA,midsize car,10,111,94,103,10,Elite
HYUNDAI Ioniq 6 Long range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,CA,midsize car,10,111,94,103,10,Elite
HYUNDAI Ioniq 6 Long range RWD (18'' Wheels),,,Auto-1,2WD,Electricity,FA,midsize car,10,153,127,140,10,Elite
HYUNDAI Ioniq 6 Long range RWD (18'' Wheels),,,Auto-1,2WD,Electricity,CA,midsize car,10,153,127,140,10,Elite
HYUNDAI Ioniq 6 Long range RWD (20'' Wheels),,,Auto-1,2WD,Electricity,FA,midsize car,10,129,105,117,10,Elite
HYUNDAI Ioniq 6 Long range RWD (20'' Wheels),,,Auto-1,2WD,Electricity,CA,midsize car,10,129,105,117,10,Elite
HYUNDAI Ioniq 6 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,midsize car,10,151,120,135,10,Elite
HYUNDAI Ioniq 6 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,midsize car,10,151,120,135,10,Elite
HYUNDAI Kona Electric Long Range,,,Auto-1,2WD,Electricity,FA,small SUV,10,129,103,116,10,Elite
HYUNDAI Kona Electric Long Range,,,Auto-1,2WD,Electricity,CA,small SUV,10,129,103,116,10,Elite
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,FA,small SUV,10,131,105,118,10,Elite
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,CA,small SUV,10,131,105,118,10,Elite
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,FA,small SUV,10,59,54,57,10,Elite
HYUNDAI NEXO,,,Auto-1,2WD,Hydrogen,CA,small SUV,10,59,54,57,10,Elite
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,FA,small SUV,10,65,58,61,10,Elite
HYUNDAI NEXO Blue,,,Auto-1,2WD,Hydrogen,CA,small SUV,10,65,58,61,10,Elite
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,large car,7,44,51,47,8,Yes
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,large car,7,44,51,47,8,Yes
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,35/87,35/74,35/80,9,Yes
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,35/87,35/74,35/80,9,Yes
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,FA,small SUV,10,89,82,85,10,Elite
JAGUAR I-PACE EV400 (20 inch tires),,,Auto-1,4WD,Electricity,CA,small SUV,10,89,82,85,10,Elite
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,FA,small SUV,10,79,72,76,10,Elite
JAGUAR I-PACE EV400 (22 inch tire),,,Auto-1,4WD,Electricity,CA,small SUV,10,79,72,76,10,Elite
JAGUAR I-PACE EV400 SDS,,,Auto-1,4WD,Electricity,FA,small SUV,10,79,71,75,10,Elite
JAGUAR I-PACE EV400 SDS,,,Auto-1,4WD,Electricity,CA,small SUV,10,79,71,75,10,Elite
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,23/57,24/56,23/56,8,Yes
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,23/57,24/56,23/56,8,Yes
KIA EV6 GT,,,Auto-1,4WD,Electricity,FA,small SUV,10,88,77,83,10,Elite
KIA EV6 GT,,,Auto-1,4WD,Electricity,CA,small SUV,10,88,77,83,10,Elite
KIA EV6 Long Range,,,Auto-1,2WD,Electricity,FA,small SUV,10,134,101,117,10,Elite
KIA EV6 Long Range,,,Auto-1,2WD,Electricity,CA,small SUV,10,134,101,117,10,Elite
KIA EV6 Long Range AWD (19'' Wheels),,,Auto-1,4WD,Electricity,FA,small SUV,10,120,98,109,10,Elite
KIA EV6 Long Range AWD (19'' Wheels),,,Auto-1,4WD,Electricity,CA,small SUV,10,120,98,109,10,Elite
KIA EV6 Long Range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,FA,small SUV,10,106,86,96,10,Elite
KIA EV6 Long Range AWD (20'' Wheels),,,Auto-1,4WD,Electricity,CA,small SUV,10,106,86,96,10,Elite
KIA EV6 Standard Range,,,Auto-1,2WD,Electricity,FA,small SUV,10,136,100,117,10,Elite
KIA EV6 Standard Range,,,Auto-1,2WD,Electricity,CA,small SUV,10,136,100,117,10,Elite
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,FA,standard SUV,10,91,75,83,10,Elite
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,CA,standard SUV,10,91,75,83,10,Elite
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,FA,standard SUV,10,88,72,80,10,Elite
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,CA,standard SUV,10,88,72,80,10,Elite
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,FA,standard SUV,10,100,78,89,10,Elite
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,CA,standard SUV,10,100,78,89,10,Elite
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,standard SUV,10,99,77,88,10,Elite
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,standard SUV,10,99,77,88,10,Elite
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,7,53,45,49,8,Yes
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,7,53,45,49,8,Yes
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,small SUV,10,126,101,113,10,Elite
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,small SUV,10,126,101,113,10,Elite
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,7,53,54,53,8,Yes
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,7,53,54,53,8,Yes
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,small SUV,7,50/114,47/102,48/108,10,Yes
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,small SUV,7,50/114,47/102,48/108,10,Yes
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,35/83,33/75,34/79,9,Yes
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,35/83,33/75,34/79,9,Yes
KIA Sportage Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,7,42,44,43,8,Yes
KIA Sportage Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,7,42,44,43,8,Yes
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,7,36/88,35/79,35/84,10,Yes
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,7,36/88,35/79,35/84,10,Yes
LAND ROVER Range Rover P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover Sport P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover Sport P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,21/51,22/56,21/53,9,Yes
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,43,44,44,8,Yes
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,43,44,44,8,Yes
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,7,38/93,33/75,36/84,10,Yes
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,7,38/93,33/75,36/84,10,Yes
LEXUS RX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,7,36/91,33/75,35/83,10,Yes
LEXUS RX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,7,36/91,33/75,35/83,10,Yes
LEXUS RZ 300e (18inch Wheels),,,Auto-1,2WD,Electricity,FA,small SUV,10,137,112,125,10,Elite
LEXUS RZ 300e (18inch Wheels),,,Auto-1,2WD,Electricity,CA,small SUV,10,137,112,125,10,Elite
LEXUS RZ 300e (20inch Wheels),,,Auto-1,2WD,Electricity,FA,small SUV,10,114,96,105,10,Elite
LEXUS RZ 300e (20inch Wheels),,,Auto-1,2WD,Electricity,CA,small SUV,10,114,96,105,10,Elite
LEXUS RZ 450e (18inch Wheels),,,Auto-1,4WD,Electricity,FA,small SUV,10,115,98,107,10,Elite
LEXUS RZ 450e (18inch Wheels),,,Auto-1,4WD,Electricity,CA,small SUV,10,115,98,107,10,Elite
LEXUS RZ 450e (20inch Wheels),,,Auto-1,4WD,Electricity,FA,small SUV,10,102,87,95,10,Elite
LEXUS RZ 450e (20inch Wheels),,,Auto-1,4WD,Electricity,CA,small SUV,10,102,87,95,10,Elite
LEXUS TX 550h+,3.5,6.0,SCV-6,4WD,Gasoline/Electricity,CA,standard SUV,7,29/81,28/70,29/76,9,Yes
LEXUS TX 550h+,3.5,6.0,SCV-6,4WD,Gasoline/Electricity,FA,standard SUV,7,29/81,28/70,29/76,9,Yes
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,FA,large car,10,140,134,137,10,Elite
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,CA,large car,10,140,134,137,10,Elite
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,FA,large car,10,134,126,130,10,Elite
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,CA,large car,10,134,126,130,10,Elite
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,FA,large car,10,108,101,105,10,Elite
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,CA,large car,10,108,101,105,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,135,131,133,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,135,131,133,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,135,131,133,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,125,120,123,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,125,120,123,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,125,120,123,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,114,118,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,121,114,118,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,121,114,118,10,Elite
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,24/53,27/61,25/56,8,Yes
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,24/53,27/61,25/56,8,Yes
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,standard SUV,10,77,71,74,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,standard SUV,10,77,71,74,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,midsize car,10,73,74,73,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,midsize car,10,73,74,73,10,Elite
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,FA,large car,10,79,85,82,10,Elite
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,CA,large car,10,79,85,82,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,88,82,85,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,88,82,85,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,FA,midsize car,10,86,96,90,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,CA,midsize car,10,86,96,90,10,Elite
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,FA,standard SUV,10,99,88,94,10,Elite
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,CA,standard SUV,10,99,88,94,10,Elite
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,FA,midsize car,10,98,94,96,10,Elite
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,CA,midsize car,10,98,94,96,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,FA,midsize car,10,89,89,89,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,CA,midsize car,10,89,89,89,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,88,83,86,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,88,83,86,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,84,82,83,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,84,82,83,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,FA,large car,10,93,98,95,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,CA,large car,10,93,98,95,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,standard SUV,10,88,83,86,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,standard SUV,10,88,83,86,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,large car,10,95,98,96,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,large car,10,95,98,96,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,85,81,83,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,85,81,83,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,large car,10,95,98,96,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,large car,10,95,98,96,10,Elite
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,FA,standard SUV,10,75,77,76,10,Elite
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,CA,standard SUV,10,75,77,76,10,Elite
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,FA,standard SUV,10,81,81,81,10,Elite
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,CA,standard SUV,10,81,81,81,10,Elite
MERCEDES-BENZ GLE 450e 4MATIC,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,CA,standard SUV,7,22/55,26/61,24/58,9,Yes
